"SL","Brand Logo","Name","Total Products","Total Orders","Status","Action"
1,"https://res.cloudinary.com/dgexhjryd/image/upload/v1729320483/brands/1729320481510-apple_logo_1988.webp.webp","Apple",0,0,"Inactive","Edit"
